x_1	x_2	xref_1	xref_2	u_1
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
7.8746	7.8746	8.0000	8.0000	5.5871
